latitude,longitude
40.86633066268338,-73.85642849360434
40.77028083973478,-73.91539515537983
40.77144464632072,-73.91036617699623
40.77292522986106,-73.90893623267844
40.77209291450266,-73.91095615106308
40.77992270254881,-73.9092657117227
40.77396436156983,-73.9122110760661
40.76897614182921,-73.89957469288156
40.78004083547774,-73.91371628253647
40.771465686799594,-73.9166009458038
40.77287834308688,-73.90934917209441
40.77671612849661,-73.9195610693191
40.77361668019702,-73.90967586271411
40.770107797275706,-73.89925697641803
40.773749536080786,-73.91646086888967
40.7783178278785,-73.90981816936821
40.77741802027012,-73.91561387588281
40.78334126476124,-73.9144771547992
40.774658704716856,-73.90418818386927
40.771384320414505,-73.9105949264741
40.78015953186409,-73.9139948132164
40.868164945388024,-73.89049142244744
40.8699210170117,-73.88958617972507
40.593583374967096,-73.79007241327324
40.77062430223507,-73.92483019348319
40.76391884491561,-73.92267902174245
40.771096145503584,-73.92098380764799
40.76955842518259,-73.9178709807217
40.765892908713205,-73.92339137967919
40.76218972083459,-73.91962843388538
40.77196356281234,-73.92394845049895
40.75750855077281,-73.91677900186659
40.7697220149314,-73.92060334252193
40.76517277379464,-73.91987341604279
40.76751969820316,-73.92729892848871
40.76098934912342,-73.91204880389361
40.769740926383385,-73.92143006396998
40.7619165494412,-73.92046442470851
40.764228774622424,-73.92123476037548
40.769849703328006,-73.92017090083236
40.76402711528723,-73.92196215436661
40.77038069037036,-73.93442896211126
40.77000953440886,-73.92392760106148
40.77199484486195,-73.93159184308094
40.76453245202323,-73.92489356096705
40.765047490288794,-73.92424746050291
40.763632298782014,-73.92002209080204
40.767709535245224,-73.9172354907241
40.77003294574261,-73.92202383138037
40.76564483789939,-73.92327445451771
40.76833109910042,-73.9235472326954
40.77540586513088,-73.92888656777053
40.759517827190315,-73.91674816530619
40.77430101914386,-73.92578799485113
40.763481677537925,-73.92723535776884
40.75662077330623,-73.92614032903305
40.76446871950456,-73.92102945136932
40.76367256869984,-73.92351592607088
40.76358985051929,-73.90586166826661
40.76935534066924,-73.91691589327951
40.77629866470921,-73.93559438980897
40.76770697288964,-73.92167147464899
40.765733879964074,-73.93048383572848
40.76482401367073,-73.92513671907189
40.75688387598434,-73.92654304683474
40.76451391353814,-73.92942474634735
40.76670910454246,-73.91240081233776
40.757247422646614,-73.9109771962567
40.774480983389964,-73.92919807708066
40.77005308909237,-73.93106870422899
40.76859618543509,-73.92010456459923
40.76240271968467,-73.921451306487
40.76119247501131,-73.90880088958602
40.76662233458971,-73.91270386941729
40.769740258528564,-73.9181884500991
40.77222777886841,-73.92269418496272
40.77089409896132,-73.925987223543
40.75670649714327,-73.91749359681684
40.758201601035964,-73.92811301177622
40.75861781853775,-73.91911172636982
40.763640622525116,-73.92834300724502
40.772300132559224,-73.92402896833217
40.75500885843898,-73.76316591189475
40.717278665297194,-74.01524008653533
40.70742647468771,-74.01731674727607
40.71139399402972,-74.01558939410018
40.70404353468035,-74.01657166137747
40.706298388404825,-74.01834056820472
40.70797390104999,-74.01562407085062
40.70929238525627,-74.01542151578509
40.71164806615836,-74.01763040602387
40.70921773171819,-74.01848761191005
40.71016571868061,-74.01591221368327
40.71074955427706,-74.0178330534743
40.70576059441453,-74.01669159385045
40.712386827267586,-74.01619610880437
40.709446169167435,-74.01664922363065
40.63560569365158,-74.02502062511925
40.62296545758835,-74.02874088719524
40.637453022670634,-74.02534486174625
40.63631661692394,-74.02386088053625
40.6334014573828,-74.02196070968495
40.63268665067959,-74.01766850784836
40.63691903148536,-74.02760189912934
40.77858044088693,-73.78220524540332
40.77994757064596,-73.78505674501147
40.69334489460348,-73.95712247784266
40.683087710776704,-73.92908790841156
40.6914405564788,-73.95895439493145
40.69540384644315,-73.94920582322474
40.69383443210828,-73.94845282933983
40.68634465257993,-73.95087774676898
40.69546306468017,-73.94946833807
40.68470917849294,-73.94735604473152
40.68776622739629,-73.94170888288969
40.687607909297,-73.95156922529651
40.68548262157984,-73.9393492866468
40.68173843650743,-73.93793679891795
40.68147474407702,-73.95485117740702
40.68733063192207,-73.92179937121996
40.68248040521018,-73.95149383364954
40.68241069492335,-73.93997693138837
40.682098297457436,-73.91631738424908
40.696335891330385,-73.9440977678881
40.68383481985718,-73.92226459117555
40.69026396948775,-73.95455758183681
40.688717833740434,-73.9427832657587
40.69181502517761,-73.95956927405352
40.68673251334626,-73.92999460925562
40.68958657728454,-73.94911720965786
40.691271212459064,-73.94201947144244
40.686091507427484,-73.9474192870204
40.686967978649506,-73.95671183654626
40.68548660816027,-73.93532430581243
40.689896214622635,-73.92646092887851
40.679343079096334,-73.93839898884205
40.694299073992994,-73.9571914642261
40.68579552859549,-73.95010501095365
40.67720708397138,-73.90833706364216
40.684026286186985,-73.933062837575
40.696273326111935,-73.94371218385047
40.68457283761237,-73.93349392986391
40.68951204097994,-73.95524133006094
40.69445586853041,-73.93328234593469
40.69085672912669,-73.93975347310209
40.68111224139488,-73.95591103683243
40.686846220407865,-73.93244782530776
40.68067817650445,-73.92873977275777
40.6905255344264,-73.95465919072808
40.68434776129241,-73.9515874410469
40.67894872245658,-73.95299883577113
40.68039535241972,-73.9318319520881
40.693090652534565,-73.95157524852839
40.68335942608128,-73.9144887673602
40.68844176507261,-73.9449145688697
40.68775972792206,-73.93253943626858
40.69050912609511,-73.93456285538173
40.68374155300516,-73.9420003064505
40.68770089417943,-73.93374122438955
40.68902151579442,-73.9506375411071
40.68814075603651,-73.92290009728023
40.68846413206973,-73.94428551172183
40.69588067464916,-73.93559521229463
40.691649934507346,-73.95900072263626
40.68688953778436,-73.94503912906289
40.68252218572864,-73.94442739809863
40.68888584566576,-73.95708662822435
40.689531921957965,-73.94371739776402
40.690255491740764,-73.94150659007069
40.68837621392122,-73.94192989405697
40.69077384679088,-73.95745312471773
40.688641979216165,-73.94165659834884
40.69220081458222,-73.94801781609125
40.68761421340543,-73.95169063036865
40.69090529662692,-73.93567509082868
40.689731831135084,-73.9584839331439
40.68852408083001,-73.9358756963187
40.68519580773697,-73.93835297975043
40.693164703762044,-73.93128698332768
40.69392916093869,-73.9468865642606
40.6840018974823,-73.95001541333141
40.68268821654254,-73.94003554970516
40.6792687514755,-73.9425167175611
40.69775903392441,-73.96005549841333
40.687221026135404,-73.94525202390125
40.68446412834052,-73.9252862747284
40.68515543729805,-73.94966933865832
40.69550474156398,-73.9438510789775
40.682988276493646,-73.94073168054913
40.69162569605883,-73.93028080476903
40.6808414365555,-73.94778850857809
40.69117742837519,-73.95928004476914
40.694135466425855,-73.93467070015056
40.68930218430833,-73.92502504309391
40.68672629410747,-73.9564996533136
40.68966298558324,-73.95485931638973
40.68471034809236,-73.95325145927904
40.69567348025357,-73.95078363752005
40.68012312763387,-73.90934357781771
40.69063937433263,-73.95882755132911
40.68825301204215,-73.93475752157755
40.67848700242442,-73.91671552576501
40.6862610195685,-73.95088735905206
40.69220580412502,-73.96044214115497
40.68670664368914,-73.93345691543809
40.69226310809689,-73.93593514777615
40.691243336361,-73.93870062227715
40.685032050921826,-73.91573431747221
40.68476179121047,-73.92975079414599
40.69466518545991,-73.95491161440587
40.68549412266493,-73.94951140284353
40.68106434448252,-73.92854951662873
40.685084724384296,-73.94975492039518
40.69308092444021,-73.95563181590876
40.68560496786557,-73.9533241709164
40.681482061688996,-73.94182382061075
40.6845064276856,-73.94100939327004
40.693213395473606,-73.95519701675373
40.68920485641433,-73.94452233825422
40.68741692536842,-73.92625158216104
40.695607483716515,-73.94597844053135
40.68326270182369,-73.9560597776816
40.688258535015834,-73.93850366428528
40.68156817968917,-73.92830910704373
40.69589502670333,-73.94489583467679
40.68863509539401,-73.92130261340564
40.687692820653254,-73.91910552135647
40.688591718657605,-73.94570371800829
40.69451388131288,-73.94419286621827
40.682652653691086,-73.9555816122365
40.6803737047103,-73.95399295582087
40.685116096543744,-73.94638427775847
40.68479892107138,-73.94939469737916
40.69388488312367,-73.9477999353377
40.685694339214805,-73.9219961195705
40.68296752971582,-73.93804265850532
40.69023041321621,-73.9462769635059
40.690957136569416,-73.95898656216671
40.68321578050535,-73.95085469238207
40.68386889688001,-73.95372958867199
40.68806178671257,-73.95382296552745
40.68707562612739,-73.95769534012962
40.69204027576618,-73.95824561946945
40.6952684881008,-73.95760590109924
40.690818491070466,-73.95477656618992
40.693673423347555,-73.93980583373552
40.68717478345091,-73.92250433217137
40.68817785008745,-73.9565071410291
40.70007156595088,-73.94338026968623
40.69696302027807,-73.93576990154841
40.6893427262244,-73.95615989865469
40.68693380227812,-73.95725015376713
40.68500684531284,-73.92390245052543
40.68026587557385,-73.9481577318213
40.6858684377713,-73.92094116456617
40.69497745783486,-73.96002321096009
40.68713575117864,-73.9575433129433
40.685963815505396,-73.95837459191635
40.691899577373384,-73.95960193308935
40.6930681889518,-73.96072770018284
40.69294496908812,-73.94592178736379
40.67816992825952,-73.94373394478531
40.68366249558366,-73.95656028698255
40.685990733917414,-73.93145694239728
40.68905972551693,-73.93751058027314
40.682996131339294,-73.91980619194557
40.68435953482176,-73.93237703573217
40.68699454036194,-73.9191988576422
40.69179682152134,-73.94672780722858
40.69454069502313,-73.94495301126723
40.6842473674607,-73.92761521871385
40.69006804585866,-73.92898276901076
40.68788967161099,-73.91967688181911
40.68443752401029,-73.9569240660012
40.6904266004839,-73.95635679208257
40.68552898603936,-73.92416380415081
40.68967425823447,-73.93589714235347
40.68430696847802,-73.94372359876361
40.678625771288935,-73.93899553930194
40.68806231898012,-73.94539977889598
40.68931917632912,-73.95708679170285
40.68751533253895,-73.92042272397349
40.69613608051232,-73.93670964075073
40.68005629273288,-73.94923925435451
40.68229442899278,-73.91573651089888
40.6791684924884,-73.92564760855906
40.68005680004133,-73.91112868118279
40.68726642776339,-73.94845245477488
40.680101018347315,-73.9097552865416
40.68042054297872,-73.92952769677991
40.69378708911401,-73.92981196775226
40.68884039238742,-73.95281658955375
40.69114887216843,-73.92997943062063
40.678945349992574,-73.93934218561193
40.68823851886087,-73.92831140911531
40.693324535648394,-73.94510030080812
40.682905605386644,-73.93663815279464
40.68134004994295,-73.93636742120849
40.68295677256781,-73.9366195615412
40.67817825779266,-73.94187664726998
40.681479851735055,-73.9314540444841
40.69722422382002,-73.93663221107124
40.683060947946245,-73.94658580197115
40.69122707621469,-73.95517584677849
40.69727106555946,-73.95979858526371
40.690335102456636,-73.95321201951415
40.687127609184046,-73.91829883528726
40.68985506792402,-73.94082238613731
40.69454760204563,-73.95525083133455
40.68618303171657,-73.93272859933855
40.68531372094521,-73.95184578001817
