1569	287
287	291
1880	1663
1663	1085
1517	551
1041	1924
1291	1042
1402	450
450	1402
1402	616
545	1041
1041	958
361	1663
1663	240
111	591
591	111
111	591
1517	1031
368	1711
811	1041
1041	1755
1777	1294
606	1393
1393	606
258	1725
1041	702
1809	148
1041	1271
1482	1663
1085	1041
1042	249
1041	57
1611	214
1271	313
1725	1517
1578	1041
541	1042
1042	541
1105	891
522	548
1654	118
1765	877
1663	1110
530	522
1042	1271
1271	1042
951	1503
1432	667
1024	573
995	55
55	1967
